@relation windata-weka.filters.unsupervised.attribute.Remove-R1

@attribute WIND numeric
@attribute IND numeric
@attribute RAIN numeric
@attribute IND.1 numeric
@attribute T.MAX numeric
@attribute IND.2 numeric
@attribute T.MIN numeric
@attribute T.MIN.G numeric

@data
5.54,0,4.3,0,19.2,0,8.3,5.5
8,0,3.4,0,15.1,0,12.3,11.8
5.79,0,0,2,14.8,0,11.6,11.4
1.87,0,0,0,17.7,0,10.4,6.3
4.54,0,0,0,17.2,0,5.3,1.5
12.33,0,8.3,0,16.5,0,11.1,6.5
13.04,0,0,0,18.4,0,13.3,13.2
9.17,0,24.7,0,21.1,0,11,7.6
12.96,0,1.2,0,17.3,0,11.4,11
11.29,0,2.6,0,18,0,12.3,11.1
5.88,0,1.9,0,18.4,0,11.6,10.5
4.38,0,2,0,15.1,0,12.1,11
6.34,0,0,0,17.3,0,11.1,?
10,0,0,0,15.5,0,10.5,9.2
3.67,0,0,0,17,0,11.1,8.4
2.88,0,7,0,19.6,0,10.2,6.8
6.58,0,1.9,0,21.7,0,14,13.3
12.17,0,0,0,20.5,0,14.4,13.4
9.54,0,0,0,16.5,0,12.8,10.8
4.46,0,2.1,0,18,0,13.2,?
8.38,0,0.4,2,16.5,0,13.6,?
8.42,0,9.2,0,16.2,0,12,?
14.25,0,0.6,0,17,0,9.7,?
10.75,0,0.1,0,18.8,0,8.8,?
5.63,0,3,0,16.2,0,5.6,?
10.5,0,1.3,0,17,0,8.8,?
7.12,0,2.3,0,17,0,7.8,?
12.25,0,1.7,0,17.1,0,12.2,?
14.29,0,0.6,0,19.5,0,10.8,?
18.5,0,0,0,18.5,0,14.2,?
9.38,0,0,0,17.3,0,10,?
5.88,0,1.4,0,16.1,0,6.7,?
8.67,0,11.1,0,18.2,0,7.3,?
10.41,0,2.5,0,17.8,2,10.6,?
11.38,0,1.1,0,16.7,0,10,?
11.25,0,0.2,0,19,0,7.6,?
7.54,0,0.8,0,17.7,0,8.4,?
10.5,0,1.4,0,20.1,0,13.8,?
11.25,0,2.8,0,18.5,0,13.7,?
14.21,0,1.2,0,18.4,0,12.3,?
15.09,0,0.9,0,18.6,0,11.7,?
17.04,0,6.1,0,18.3,0,12.7,?
21.09,0,0.9,0,17.8,0,11.7,?
15.5,0,1.1,0,18.1,0,10.5,?
22.13,0,4.8,0,18.1,0,12.4,?
14.29,0,4.3,0,16.6,0,9.4,?
5.54,0,1,0,15.5,0,10.2,?
7.75,0,0,0,19,0,7.3,?
6.42,0,0,0,20.2,0,10.1,?
5.37,0,0,0,19.5,0,13.3,?
7.41,0,0.5,0,19,0,15.2,12.1
5,0,5.5,0,19.5,0,13.5,11.1
6.17,0,1.6,0,18.3,0,13.2,12.2
6.46,0,5.2,0,16.7,0,12.2,8.4
7.5,0,11,0,18.8,0,9.8,7.8
5.25,0,1.9,0,15.1,0,8.4,6
11.63,0,1.2,0,16.2,0,5.7,3.8
8.04,0,0.2,0,16.6,0,9.5,8.2
18.79,0,1.1,0,17.3,0,12.1,10.7
9.59,0,18.3,0,16.6,0,13.1,11
8.38,0,3,0,18.1,0,10.1,10.8
7.54,0,0.1,0,13.4,0,10.4,9.3
6.13,0,0,0,14.3,0,3.5,0.6
7.25,0,1.1,0,16.2,0,9.5,9
7.92,0,1.9,0,15.4,0,10.5,8.8
11.75,0,1.1,0,14.1,0,5.7,3.7
10.58,0,0,0,13.3,0,5.1,3.3
6.79,0,0,0,14.5,0,2.8,0.1
2.88,0,0,0,13.3,0,7.4,4
4.63,0,0,0,12.8,0,9.4,5.7
2.29,0,0,0,14.3,0,3.8,-1.3
6.58,0,0,0,14,0,2.3,-1.5
8.33,0,0,0,16.1,0,10,9
4.88,0,1.3,0,16.2,0,12.3,10.5
10.83,0,13.3,0,14.8,0,11.1,7.1
12,0,13.3,0,9.6,0,8.7,8.4
8.42,0,10.8,0,15,0,1.3,-2.7
11.29,0,0.8,0,15.5,0,6.7,?
13.79,0,20,0,14.3,0,2.5,-1.4
16.54,0,3,0,16.3,0,9.6,6.7
13.29,0,1.6,0,16.6,0,10.5,7.6
7.12,0,0,0,16.3,0,6.5,1
7.33,0,0,0,17.2,0,2.7,-1.6
11.54,0,0.5,0,16.6,0,11.5,7
8.29,0,0,0,17.7,0,10.1,7.2
6.25,0,0,0,17.7,0,6.6,3.3
8.04,0,0,0,17.8,0,10.5,6.7
8.46,0,0,0,16.8,0,11.6,9.2
4.88,0,0,0,16.6,0,5.4,2.7
4.83,0,0,0,15.5,0,10.1,7.2
7.79,0,0,0,15.5,0,9.8,6.8
4.96,0,0,0,14.5,0,8.1,4.3
2.5,0,0,0,14.6,0,6.1,3.4
4.88,0,0,0,12.7,0,7.7,5
3.92,0,0,0,15.6,0,10.3,9.3
4.38,0,0,0,12.8,0,4,2.3
6.29,0,0,0,10,0,3.6,3.5
11.63,0,0.2,0,15,0,6.6,7.2
5.58,0,0,0,16.1,0,9.5,10
3.79,0,0,0,13.2,0,7.1,5.1
6.34,0,0,0,12.8,0,9.5,5.4
4.92,0,0,2,14.5,0,9.7,8.5
6.54,0,0,0,14.3,0,3.6,-0.1
8.5,0,0.5,0,15.7,0,9,8.3
11.79,0,0.5,0,14.4,0,11.3,10.6
11.04,0,0,0,8.7,0,2.7,0.8
15.63,0,0.6,0,11.4,1,-0.5,-3.8
15.92,0,0.9,0,9.5,0,4.4,2.7
11.96,0,8.1,0,12.7,0,1.1,-2.7
20.75,0,0.9,0,9.5,0,3.6,?
12.75,0,3.5,0,10,0,3.7,1.8
10.46,0,0,0,13.3,0,3.7,-0.3
6.04,0,9.1,0,10.6,0,7.3,1.3
6.83,0,0.1,0,9.5,0,5.6,4
10.92,0,11.2,0,11.8,0,2.2,-1.4
19.75,0,0.5,0,12.1,0,8.3,7
8.29,0,1.2,0,12.1,0,6.1,2.1
3.5,0,0,0,11.2,0,8.3,7.3
4.42,0,0,0,10.7,0,0.5,-2.7
12.58,0,0.2,0,11.2,0,1.8,0.1
16.25,0,0,0,11.7,0,10,8.8
14.75,0,0.5,0,9.6,0,8.7,7.8
5.5,0,0.2,0,7.6,0,5,3.8
7.29,0,0,0,8,0,1.7,-0.6
13.7,0,0.5,0,10.1,0,1.6,?
9.42,0,0.3,0,7.2,0,1.6,-0.4
10.41,0,3,0,9.3,1,-0.5,-5.1
18,0,0.6,0,5.1,0,3.8,0.1
16.46,0,0,0,4.4,1,-0.5,-2.5
10.37,0,0.1,0,4.4,1,-1.8,-3.8
10.54,0,0.5,0,6.3,1,-0.8,-5.4
8.42,0,0,0,7.7,0,3.8,1.6
8.38,0,9.5,0,11.3,0,2.7,-1.6
12.96,0,0.5,0,12.7,0,5.1,5.1
11.17,0,9.5,0,10,0,8.7,7.1
4,0,0,0,10,0,5.1,1.6
5.96,0,0,0,7.2,0,1.6,-2
5.09,0,0,0,8.7,0,3.4,0.4
4.88,0,0,0,7.7,0,4.7,4.6
7.41,0,0,0,6.7,0,5.1,4.5
4.71,0,0,0,8.4,0,3.7,1.1
8.42,0,0.1,0,9.5,0,3.7,4
12.96,0,0,0,9.2,0,6.2,4.5
10.13,0,0,0,10.5,0,6.7,4.5
4.79,0,0,0,10,0,5.5,3.6
8.96,0,0,0,11.4,1,-0.5,-5.5
4.17,0,0,2,11.1,0,0.5,-3.8
13.13,0,19,0,12.7,0,0.3,-3.5
23.67,0,17,0,9.6,0,5.8,5.5
20.25,0,1,0,7.6,0,3.8,2.2
12.67,0,6.2,0,10.3,0,4.5,3.7
16.42,0,1.3,2,9.6,0,6.3,5.4
19.67,0,0.3,0,3.8,0,2.3,0
14,0,0.3,0,8.2,0,0,-1.4
20,0,7.8,0,12.4,1,-0.6,-0.4
28.91,0,1.2,0,12.8,0,7.8,?
16.54,0,0.4,0,6.6,0,3.6,2.1
9.59,0,1.2,0,7.6,0,0.3,-2.2
15.92,0,0.9,0,6.3,0,2.8,1.6
9.87,0,5.3,0,12.1,0,2.7,0.5
16.08,0,0.3,0,11.5,0,3,1.2
10.41,0,0,0,8.2,0,1.5,-0.5
5.71,0,0,0,7.5,1,-2.8,-7.1
9.33,0,0,0,7.1,1,-2.5,?
4.92,0,0,0,2.7,1,-2.2,-7.2
7,0,5.1,0,2.8,1,-3.8,-7.7
12.38,0,6,0,5,1,-1.8,-1.8
11.92,0,3.4,0,4.4,1,-0.1,-2.7
7.79,0,0,0,3.4,0,0.5,-1.5
13.62,0,0,0,3.2,1,-7.2,-11.1
28.79,0,10.8,0,3.2,2,0.1,-2.2
27.79,0,0,0,3.1,0,0,-0.8
23.45,0,0,4,?,4,?,1.1
20.75,0,3.9,4,?,4,?,0.2
13.83,0,12.5,4,?,4,?,0.2
8.54,0,6.4,4,?,4,?,1.6
13.08,0,1.2,4,?,4,?,1.8
20.91,0,0,4,?,4,?,2.2
16.75,0,0,4,?,4,?,0.7
16.83,0,0,4,?,4,?,-0.7
21.67,0,0,4,?,4,?,-1.1
19.38,0,0,4,?,4,?,0
9.79,0,0,4,?,4,?,-1.1
3.96,0,6,4,?,4,?,-6.7
5.21,0,0,4,?,4,?,-13
10.46,0,0,4,?,4,?,-14.4
9.17,0,3.6,4,?,4,?,-6.7
12.58,0,0.1,4,?,4,?,-1.3
15.37,0,0,4,?,4,?,-3.4
21.5,0,0,4,?,4,?,-2.1
23.79,0,0,4,?,4,?,-2.1
19.62,0,0.8,4,?,4,?,-3.3
13.83,0,0,4,?,4,?,-2.6
11.92,0,0,4,?,4,?,-4
2.17,0,0,4,?,4,?,-11.6
3.04,0,0,4,?,4,?,-12.2
8.92,0,0,4,?,4,?,-8.8
8.38,0,0,4,?,4,?,-7.2
1.63,0,0,4,?,4,?,-6
1.33,0,0,4,?,4,?,-4.7
7.41,0,7.6,4,?,4,?,0
19.62,0,0.6,4,?,4,?,-0.6
11.83,0,1.3,4,?,4,?,-1
14.04,0,0.4,4,?,4,?,0
15.16,0,0.6,4,?,4,?,-3
8.67,0,0.2,4,?,4,?,-5.6
9.13,0,7,4,?,4,?,-8.8
22,0,32,4,?,4,?,-3.2
20.25,0,12,4,?,4,?,-0.1
11.83,0,0,4,?,4,?,1.1
10.37,0,0.7,4,?,4,?,-5.4
16.88,0,5.3,4,?,4,?,-1.5
15.67,0,0,4,?,4,?,1.6
6.79,0,0,4,?,4,?,1.1
5.21,0,0,4,?,4,?,-0.1
12.83,0,7.2,4,?,4,?,-6.1
19.17,0,6.3,4,?,4,?,4.4
15.5,0,0,4,?,4,?,3.7
13.54,0,0,4,?,4,?,1.1
7.83,0,0,4,?,4,?,0.4
10.34,0,0,4,?,4,?,-6.6
14.54,0,0,4,?,4,?,-1.5
9.92,0,0,4,?,4,?,-4
8.5,0,0,4,?,4,?,-2.7
5.5,0,0,4,?,4,?,-6.6
9.33,0,0,4,?,4,?,-7.3
13.75,0,0,4,?,4,?,-2.7
11.46,0,0,4,?,4,?,-8.7
19.25,0,0,4,?,4,?,-1.5
12.5,0,0,4,?,4,?,-2
16.46,0,0,4,?,4,?,-0.1
16.21,0,0,0,7.1,0,2.2,-2.2
15.83,0,0.1,0,7.8,0,1.7,-1.6
14.46,0,0.3,0,8.4,0,4,4.1
14.42,0,4,0,11.8,0,4.8,3.8
20.21,0,2.3,0,13.4,0,6.7,5.6
9.96,0,0.2,0,11.7,0,8.3,7.7
17.88,0,0,0,12.8,0,6.1,6.2
17.5,0,1,0,11.8,0,7.2,6.2
13.33,0,3.7,0,9.1,0,6.1,4.4
17.33,0,0.5,0,11.3,0,4.8,4.4
5.66,0,0,0,8.3,1,-1.6,-4.8
6.67,0,0.1,0,11.7,0,0.9,-1.6
11.46,0,0.7,0,12.1,1,-2.7,-6.2
13.92,0,0.1,0,12.3,0,4.6,4.8
14.25,0,18.5,0,14.2,0,8.3,6.6
16.62,0,2,0,12.4,0,6.6,6.1
13.17,0,4.7,0,10.1,0,6.6,1.2
12.42,0,0,0,13.4,0,6.6,5.5
9.54,0,14.8,0,8.4,0,1.7,-1.1
7.54,0,0,0,11.4,0,4.8,4.8
4.33,0,0,0,10.2,0,0,-4
4.17,0,0,0,6.8,0,2.6,-2.2
4.79,0,0,0,12.1,1,-2.1,-5.4
19.75,0,6.4,0,10.1,0,1.7,-2.6
19.55,0,0.4,0,11.4,0,5.4,5.4
7.62,0,2.9,0,12.7,0,4.4,4.4
13.92,0,0.2,0,10.1,0,4,3.4
9.83,0,1.5,0,7.9,0,2.2,0.5
8.67,0,0,0,9.7,1,-1,-4.8
9.38,0,0,0,7.9,0,0.6,-1.6
6.83,0,0,0,11.2,1,-2.2,-5.4
11.79,0,2.2,4,?,4,?,1.6
8.96,0,0,4,?,4,?,-3.2
8.71,0,0.2,4,?,4,?,-1.6
13,0,4.3,4,?,4,?,1.2
20.04,0,7.2,4,?,4,?,2
20.5,0,1.8,4,?,4,?,2.7
18.5,0,0,4,?,4,?,2.7
10.41,0,0.3,4,?,4,?,2.7
11.67,0,1.1,4,?,4,?,4.4
7.25,0,1.2,4,?,4,?,4.4
9.54,0,0,4,?,4,?,4.4
16,0,0,4,?,4,?,-3.6
15.21,0,10.1,4,?,4,?,0.5
16.46,0,2.7,4,?,4,?,3.3
8.87,0,1.1,4,?,4,?,7.7
9.67,0,0,4,?,4,?,7.7
8,0,0,4,?,4,?,2.3
9.92,0,1.1,4,?,4,?,2.5
9.5,1,5.8,4,?,4,?,-4.5
21.54,0,1.7,4,?,4,?,4.5
19.58,0,4.4,4,?,4,?,5.6
13.42,0,0,4,?,4,?,6.6
6,0,0.2,4,?,4,?,6
6.67,0,0.2,4,?,4,?,3.3
4.83,0,0,4,?,4,?,-0.7
5.71,0,0.6,4,?,4,?,-0.5
12.12,0,0.1,4,?,4,?,0
11.42,0,0.2,4,?,4,?,12.1
11.75,0,0,4,?,4,?,6.1
12.33,0,1.1,4,?,4,?,2.2
14.46,0,0.1,0,12.8,0,6.5,3.4
15.37,0,1.2,0,12.7,0,2.3,0.5
12.96,0,0,0,13.5,0,5.6,3.8
13.37,0,2.6,0,14.4,0,4.5,1.1
14.96,0,0.4,0,11.2,0,3.4,1.7
13.67,0,0.7,2,14.1,0,4.1,2.6
18.75,0,3.2,0,15.2,0,8.8,7.7
11.67,0,0.8,0,14,0,8.4,7.2
13.88,0,1.3,0,14.4,0,5.6,2.2
23.09,0,0.9,0,12.2,0,8.2,7.5
12.25,0,0,0,13.8,0,4,1.4
15.59,0,0.1,0,15.5,0,10,7.5
20.33,0,0.8,0,14.2,0,9,5.6
13.42,0,1.1,0,14.5,0,7.7,5.5
12.83,0,0.5,0,15.5,0,5.5,?
14.42,0,0.5,0,18.3,0,3.8,-0.2
13.96,0,0,0,16.6,0,3.8,-0.2
19.33,0,0.8,0,13.3,0,8.4,6.3
11.38,0,5,2,13.6,0,4.8,2.2
14.5,0,3.4,0,15,0,7.7,7.2
7.21,0,6.8,0,12.6,0,6.7,3.8
7.62,0,0,0,12.8,0,2.7,-1.2
7,0,0.2,2,12,0,5.4,0.6
4.96,0,4.1,0,11.6,0,0.6,-4.1
8.38,0,1.1,0,15.5,0,8.4,7.2
9.29,0,0.4,0,15.7,0,11,8.3
5.13,0,0,0,14,0,6,0.5
5.63,0,0,0,17,0,2.3,-0.7
10.92,0,0,0,16.1,0,6.7,?
8.25,0,2.5,0,12.8,0,6.7,5.1
6.13,0,0,0,17.1,0,10,7.2
10.92,0,0,4,?,4,?,7
14.46,0,0,4,?,4,?,7.6
17.67,0,0,4,?,4,?,8.1
9.79,0,0.2,4,?,4,?,5.5
6,0,0,4,?,4,?,9.5
6.29,0,0,4,?,4,?,9.4
3.58,0,0,4,?,4,?,7.2
4.25,0,0,4,?,4,?,4.4
8.38,0,0,4,?,4,?,7.8
5.75,0,0,4,?,4,?,6.7
2.92,0,18.8,4,?,4,?,5
4.25,0,5,4,?,4,?,12
4.92,0,0,4,?,4,?,4.5
4.83,0,0,4,?,4,?,5.6
7.17,0,5,4,?,4,?,5
8.29,0,0.8,4,?,4,?,10.3
5.88,0,4.5,4,?,4,?,9.6
17.83,0,0.8,4,?,4,?,10.7
8.92,0,3.3,4,?,4,?,6.2
8.67,0,0.1,4,?,4,?,9.5
10.34,0,0.5,4,?,4,?,9.4
11.83,0,6.3,4,?,4,?,7.5
11.87,0,0.3,4,?,4,?,5
12.04,0,2.8,4,?,4,?,8.5
8.17,0,3.1,4,?,4,?,8.3
12.71,0,3.5,4,?,4,?,8.3
13.04,0,3,4,?,4,?,6.1
12.17,0,3.4,4,?,4,?,10.3
13.5,0,2.8,4,?,4,?,9.7
11.58,0,0.5,4,?,4,?,9.6
8.54,0,0.8,0,16.2,0,11.4,10.7
5.09,0,0.3,0,17,0,11.1,11.2
6.46,0,0,0,17.2,0,12.2,10.6
8.5,0,0.7,0,15.7,0,11.3,8.5
5.17,0,3.4,0,16.6,0,10.5,10.5
2.67,0,0.1,0,16.1,0,11.6,11.2
6.46,0,0,0,16.6,0,11.1,9.6
10.92,0,0,0,16.6,0,10.7,10.1
13.96,0,0.1,0,16.4,0,11.5,10.1
8.17,0,0.2,0,17,0,10.6,10.4
4.46,0,0.9,0,15,0,8.4,4.7
4.79,0,0.3,0,15.6,0,10.2,8.8
5.54,0,0.5,0,17.2,0,7.8,3.4
14.71,0,0,0,20,0,12.2,9.5
12.04,0,3.8,0,18.8,0,13.4,11
10.29,0,2,0,19,0,11.6,10
9.75,0,0,0,17.6,0,12.1,9
6.5,0,0,0,19.4,0,10.2,7.5
10.04,0,0.4,0,19.4,0,13.7,12.7
6.5,0,0,0,17.7,0,4.7,1
7.29,0,0,0,24,0,11.6,8.3
6.5,0,3.4,0,17.7,0,15,13.3
7.87,0,2.3,0,18.3,0,12.6,10.1
11.17,0,0.1,0,18.2,0,13.1,13.3
11,0,1.1,0,17.5,0,8.3,6.2
6.5,0,0,0,17.7,0,9.2,6
5.5,0,0,0,20.1,0,7.2,2.5
5.91,0,0,0,20.4,0,6.6,3
8.21,0,0,0,21.1,0,7.1,2.7
4.33,0,0,0,25.5,0,9.5,7.2
4.33,0,0,0,22.3,0,8.7,4.5
5.41,0,0,0,21.4,0,12.7,10.4
4.08,0,0,0,20.3,0,10,5.5
2.62,0,0,0,19.6,0,10.5,6.7
3.13,0,0,0,21.1,0,13.3,11.6
10.5,0,4.1,0,18.3,0,12.8,9.6
7,0,0,0,18.8,0,11.6,10.8
12.58,0,0,0,20.6,0,14,12.8
13.5,0,0,0,16.6,0,9.7,7.4
7.96,0,9.4,0,17.3,0,8.6,4.7
14.09,0,2.1,0,19.7,0,12.6,10.3
11.25,0,1.6,0,18.4,0,12.2,11.2
8.38,0,0,0,18.8,0,11.6,10.6
6.58,0,0,0,16.2,0,10.7,10.7
6.67,0,4.3,0,17.6,0,8.7,5.7
9.21,0,15.1,0,16.3,0,6.2,1.8
17.67,0,44.4,2,13,0,9.6,9.4
15.67,0,0,2,15,0,8.8,8.8
6.92,0,0,0,17.7,0,7.3,3.8
7.79,0,3.6,0,17.8,0,11.2,10.3
11.08,0,0.4,0,17,0,8.8,6.6
9.46,0,3.4,0,18.3,0,9.7,7.6
7.62,0,0.2,0,18.8,0,12.7,11.8
13.13,0,3.8,0,17.8,0,10.3,6.1
13.59,0,0.4,0,19,0,11.1,9.4
9,0,3.6,0,17.7,0,12.7,11.4
19.62,0,3.3,0,17.3,0,12.3,10.5
14.62,0,0.2,0,15.5,0,11.4,10
7.41,0,0,0,15.5,0,9.8,4.7
8.33,0,0,0,16.5,0,10.5,6.6
11.12,0,11.4,0,17.7,0,12.3,8.2
9.59,0,0.5,0,15.6,0,11.6,11.1
10.34,0,0.5,4,?,4,?,5.5
8.96,0,1.3,4,?,4,?,8.8
11.25,0,2.8,4,?,4,?,5.5
5.96,0,0,4,?,4,?,5.3
9.25,0,6.8,4,?,4,?,5.1
10.34,0,6.9,4,?,4,?,3.1
14.67,0,2,4,?,4,?,10
13.13,0,1.2,4,?,4,?,1.4
14.04,0,0.3,4,?,4,?,5.6
3.71,0,0,4,?,4,?,1.1
2.54,0,0,4,?,4,?,9.8
4.29,0,0,4,?,4,?,3
9.79,0,0,4,?,4,?,3.8
9.33,0,0,4,?,4,?,7.8
5.91,0,0,4,?,4,?,1.6
4.75,0,0,4,?,4,?,1.6
7.83,0,5.6,4,?,4,?,3.3
5.41,0,0,4,?,4,?,4.4
6.75,0,0.2,4,?,4,?,3.3
5.5,0,0,4,?,4,?,10.2
2.54,0,0,4,?,4,?,4.1
3.21,0,0,4,?,4,?,5.5
5.09,0,2,4,?,4,?,4.4
14.67,0,1.3,4,?,4,?,7.7
13.37,0,15.8,4,?,4,?,1.7
23.04,0,0,4,?,4,?,7.7
15,0,0,4,?,4,?,3.7
10.17,0,0.3,4,?,4,?,3.2
17.88,0,0,4,?,4,?,11.2
12.5,0,0.2,4,?,4,?,7.7
15.71,0,0.9,4,?,4,?,10
10.54,0,1.2,4,?,4,?,10
14.21,0,2,4,?,4,?,9
14.25,0,1.5,4,?,4,?,2.5
9.04,0,2.4,4,?,4,?,4.5
8.71,0,5.1,4,?,4,?,-1
11.17,0,0,4,?,4,?,8.5
14.33,0,0.4,4,?,4,?,11.6
15.25,0,0,4,?,4,?,-0.5
14.42,0,0,4,?,4,?,8.6
9.83,0,0,4,?,4,?,8.8
9.42,0,0.3,4,?,4,?,-1.6
14.21,0,0,4,?,4,?,3.8
3.83,0,4.3,4,?,4,?,-1.6
11.67,0,1,4,?,4,?,8.6
7.46,0,0,4,?,4,?,-0.5
10.37,0,0,4,?,4,?,6.7
12.96,0,0,4,?,4,?,4.3
15.09,0,0.2,4,?,4,?,10.6
13.42,0,0,4,?,4,?,0.5
13.88,0,6.3,4,?,4,?,9.8
9.79,0,0.4,4,?,4,?,0.5
12.92,0,0,4,?,4,?,8.8
4.83,0,0,4,?,4,?,10
6.04,0,0,4,?,4,?,0.5
11.21,0,0,4,?,4,?,9.4
15.37,0,0.1,4,?,4,?,8.7
12.04,0,5.4,4,?,4,?,11
8.21,0,3,4,?,4,?,8
15.92,0,9.6,4,?,4,?,10.5
5.25,0,0.2,4,?,4,?,3.1
8.25,0,0.5,4,?,4,?,3.1
6,0,16.2,4,?,4,?,3
7.33,0,2,4,?,4,?,5.8
16.13,0,7.9,4,?,4,?,6.2
11.12,0,9.8,4,?,4,?,8.5
3,0,0.2,4,?,4,?,2.1
7.62,0,0,4,?,4,?,3.1
13,0,0,4,?,4,?,-2.7
6.58,0,11.2,4,?,4,?,-4.4
19.83,0,7.6,4,?,4,?,8.6
18.29,0,0.3,4,?,4,?,9.4
25.92,0,0,4,?,4,?,6.6
14.42,0,1.7,4,?,4,?,-0.2
12.08,0,0.1,4,?,4,?,0.6
2.92,0,6.3,4,?,4,?,-5.5
6.29,0,0,4,?,4,?,-3.8
13.75,0,11.5,4,?,4,?,-3.3
22.5,0,0.9,4,?,4,?,6.1
10.08,0,2.2,4,?,4,?,6.1
7.17,0,2,4,?,4,?,-2.7
24.71,0,7,4,?,4,?,-5.2
10.21,0,0,4,?,4,?,2.5
13.17,0,3.1,4,?,4,?,2.8
14.62,0,0,4,?,4,?,9.4
18.41,0,1.5,4,?,4,?,3.8
14.42,0,0,4,?,4,?,3.8
5.91,0,3.5,4,?,4,?,-2.7
10.41,0,0,4,?,4,?,-1.6
6.46,0,0.2,4,?,4,?,-5.1
6.42,0,7.2,4,?,4,?,-7.7
13.79,0,1,4,?,4,?,3.4
16,0,0,4,?,4,?,0.7
21.29,0,0,4,?,4,?,7.2
16.08,0,0,4,?,4,?,6.1
10.71,0,0,4,?,4,?,3.2
13.21,0,0,4,?,4,?,3.3
8.92,0,0,4,?,4,?,1.6
1.83,0,0,4,?,4,?,-3.6
3.46,0,0,4,?,4,?,-7.3
12.17,0,0,4,?,4,?,-7.2
17.54,0,6.4,4,?,4,?,3.1
16.96,0,0,4,?,4,?,4.5
13.04,0,0.3,4,?,4,?,2.4
9.08,0,0,4,?,4,?,0
6.5,0,1.8,4,?,4,?,2
4.92,0,0,4,?,4,?,2.2
6.42,0,0,4,?,4,?,2.1
7.5,0,1.2,4,?,4,?,-5.5
10.58,0,0,4,?,4,?,-2.7
8.38,0,0,4,?,4,?,-8.3
10.88,0,0,4,?,4,?,-8.3
6.63,0,0,4,?,4,?,-5.3
12.08,0,0,4,?,4,?,-7.7
18.08,0,1.1,4,?,4,?,1.2
12.21,0,0,4,?,4,?,1.1
8.29,0,0,4,?,4,?,-6.1
10.54,0,0,4,?,4,?,-4.7
12.87,0,2,4,?,4,?,4.1
14.29,0,1.5,4,?,4,?,5
17.29,0,2.6,4,?,4,?,2.7
18.29,0,0.1,4,?,4,?,3.3
14.12,0,0,0,11.6,0,4.3,0.5
22.63,0,0,0,11.6,0,6.4,4.5
16.13,0,0,0,12.2,0,10,8.8
6.5,0,2.6,0,11.7,0,9.4,7.7
3.67,0,0.1,0,7.8,0,5,5
2.54,0,0.5,0,9.2,0,5.5,4.1
2.92,0,0,0,10.1,0,2.5,-1
4.08,0,0,0,8.3,1,-0.4,-4.1
2.67,0,0,0,9.1,0,2.4,1.1
2.71,0,0,0,8.1,0,4.1,2.3
4.42,0,0,0,6.4,0,2.8,0.1
7.54,0,0,0,6.5,0,3.3,1.7
15.04,0,1.8,0,6.6,0,3.8,2.8
8.71,0,0,0,7.2,0,0.1,-5.3
11.12,0,0,0,7.3,0,0.5,?
11.34,0,0,0,5.4,0,4.3,0.5
12.25,0,0,2,6.5,0,2.8,-1.1
15.29,0,0,0,10.5,0,4,1
2.62,0,0,0,9.6,0,6.1,2.2
7.58,0,0,0,11.1,0,4,1.1
1.92,0,0,0,9.3,0,1.2,-2.4
3,0,0.1,0,8.3,0,2.2,1.6
9.92,0,0.8,0,9.4,0,4,-0.5
6.34,0,0,0,5.1,1,-0.3,-3.3
9.08,0,0,0,6.5,0,0.3,-3.4
7.12,0,0,0,7.3,0,1.1,-1.8
11.08,0,0.9,0,10,1,-0.5,-5
15.87,0,0,0,9.4,0,5,2.7
17.25,0,0.9,0,11,0,5.5,3.8
19,0,2.8,2,11,0,2.7,0.5
22.92,0,0.9,0,11.2,0,3.3,2
17.67,0,0.4,0,12.2,0,9,7
15.34,0,0.8,0,11.8,0,9.4,7.3
16.79,0,0.5,0,9,0,5.6,2.3
15.5,0,0.6,0,9.1,0,3.6,0.7
7.25,0,0,0,6.1,2,0.5,-2.5
5.63,0,0,0,5.5,1,-6.1,-9.4
5.88,0,0,0,5.5,3,-4.2,-6.7
7.21,0,0,2,6.1,1,-2.5,-6.6
7.54,0,0,0,6.3,1,-5.1,-9
10.83,0,0,0,7.1,1,-3.8,?
8.5,0,0,0,7.7,0,3.4,3.4
9.67,0,0,0,8.4,1,-2.3,-6.6
20.3,0,1.4,0,8.3,0,4.7,0.5
17.04,0,2.6,0,8.6,0,4.4,3.3
13.88,0,2.9,0,8.4,0,5.4,3.6
12.96,0,2.7,0,5.5,0,4.4,3.7
12.83,0,4.8,0,5.5,0,1.8,1.1
24,0,1.2,0,3.3,0,0.2,-0.4
16.38,0,0,0,3.3,0,0,0
9.67,0,0,0,2.7,0,1.5,0.3
18.29,0,1.8,0,5,0,1.1,0
19.25,0,2.2,0,8.8,1,-2.1,?
8.92,0,0.5,0,13.8,0,4.4,2.7
15.04,0,1.3,0,10.7,0,2.8,2.8
11.08,0,0.1,0,12.2,0,2.7,?
16.25,0,2,2,11,0,7.6,4.4
13.79,0,0,0,13.3,0,7.6,6.6
8.46,0,0,0,11.7,0,7.1,4.4
5.88,0,0,0,12.1,0,2.1,-3.8
8.87,0,0,0,11.2,1,-1.3,-6.1
6.04,0,0,0,9,0,0,-5.4
4.83,0,0,0,5.6,0,1.7,2.7
7.83,0,0.2,0,9.3,1,-2,-5.6
7.67,0,1.6,0,6.8,0,2.4,-2.7
